City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
460,Miri,4.4148,114.0089,82.0,89,40,3.44,MY,light rain
461,Tolaga Bay,-38.3667,178.3,61.57,85,100,7.78,NZ,moderate rain
462,Barra,-11.0894,-43.1417,90.03,39,39,6.6,BR,scattered clouds
463,Touros,-5.1989,-35.4608,86.0,66,75,13.8,BR,broken clouds
464,Sistranda,63.7256,8.834,42.8,81,75,17.27,NO,broken clouds
465,Copiapo,-27.3667,-70.3333,60.8,72,90,8.05,CL,overcast clouds
466,Nizwa,22.9333,57.5333,90.91,11,1,2.37,OM,clear sky
467,Trincomalee,8.5711,81.2335,83.61,77,51,4.41,LK,broken clouds
468,Srednekolymsk,67.45,153.6833,-11.31,100,23,4.65,RU,few clouds
469,Gazanjyk,39.2446,55.5154,58.15,37,6,9.04,TM,clear sky
470,Rosario,-32.9468,-60.6393,75.99,53,20,3.44,AR,few clouds
471,Mnogovershinnyy,53.9353,139.9242,19.65,95,100,7.43,RU,light snow
472,Matay,28.419,30.7792,71.35,22,22,16.73,EG,few clouds
473,Whitehorse,60.7161,-135.0538,26.6,68,90,4.61,CA,overcast clouds
474,Synya,65.3718,58.0387,34.27,83,100,14.23,RU,overcast clouds
475,Yangambi,0.8102,24.4336,86.36,49,74,2.95,CD,broken clouds
476,Hun,29.1268,15.9477,73.17,15,4,12.33,LY,clear sky
477,La Paz,-16.5,-68.15,53.6,66,40,8.05,BO,scattered clouds
478,Klaksvik,62.2266,-6.589,39.2,93,75,3.44,FO,broken clouds
479,Uyuni,-20.4597,-66.825,56.28,37,98,10.33,BO,overcast clouds
480,Hovd,48.0056,91.6419,35.62,25,0,1.72,MN,clear sky
481,Cam Ranh,11.9214,109.1591,80.6,78,20,1.14,VN,few clouds
482,Williamsport,41.2412,-77.0011,55.99,37,1,6.91,US,clear sky
483,Iranshahr,27.2025,60.6848,87.8,9,0,11.5,IR,clear sky
484,Palana,59.1167,159.9667,21.31,85,100,6.08,RU,overcast clouds
485,Portland,45.5234,-122.6762,37.0,80,75,1.34,US,broken clouds
486,Eyl,7.9803,49.8164,80.56,57,100,13.6,SO,overcast clouds
487,Khash,28.2211,61.2158,62.06,18,17,9.6,IR,few clouds
488,Filingue,14.3521,3.3168,99.95,6,35,11.79,NE,scattered clouds
489,Portel,-1.9356,-50.8211,86.18,62,77,5.3,BR,light rain
490,Luwingu,-10.2621,29.9271,66.72,92,82,4.5,ZM,light rain
491,Crystal Beach,42.8699,-79.0583,57.99,49,48,19.57,CA,scattered clouds
492,Lashio,22.9333,97.75,69.76,32,34,0.89,MM,scattered clouds
493,Rorvik,64.8621,11.2373,42.8,70,75,16.11,NO,broken clouds
494,Amuntai,-2.4177,115.2494,75.87,96,100,1.68,ID,overcast clouds
495,Indramayu,-6.3264,108.32,79.36,83,100,4.0,ID,overcast clouds
496,Salinopolis,-0.6136,-47.3561,80.33,87,100,11.12,BR,overcast clouds
497,Rivadavia,-33.1905,-68.4608,71.6,40,0,4.61,AR,clear sky
498,Concepcion Del Oro,24.6333,-101.4167,61.14,51,100,1.9,MX,overcast clouds
499,Pangkalanbuun,-2.6833,111.6167,75.34,97,97,2.42,ID,overcast clouds
500,Assens,55.2702,9.9008,60.8,67,92,13.8,DK,overcast clouds
501,Novikovo,51.1537,37.8879,39.4,57,100,6.46,RU,overcast clouds
502,Yarada,17.65,83.2667,84.2,84,40,6.91,IN,mist
503,Botwood,49.1499,-55.3482,25.0,64,98,8.01,CA,overcast clouds
504,Porto Velho,-8.7619,-63.9039,77.0,88,75,1.14,BR,broken clouds
505,Oriximina,-1.7656,-55.8661,86.32,61,83,5.08,BR,broken clouds
506,Kedgwick,47.6446,-67.3434,30.0,65,9,6.98,CA,clear sky
507,Linjiang,41.8069,126.9078,43.12,51,100,1.77,CN,overcast clouds
508,Asilah,35.465,-6.0348,68.0,64,40,27.63,MA,scattered clouds
509,Axim,4.8699,-2.2405,84.79,68,100,10.92,GH,overcast clouds
510,San Cristobal,7.7669,-72.225,80.6,94,40,2.3,VE,scattered clouds
511,Simoes,-7.5989,-40.8178,86.16,55,85,4.27,BR,overcast clouds
512,Geraldton,-28.7667,114.6,71.6,88,26,6.91,AU,scattered clouds
513,Mahibadhoo,3.7833,72.9667,84.0,72,67,9.1,MV,broken clouds
514,Arrecife,28.963,-13.5477,69.8,73,20,5.75,ES,few clouds
515,Mizdah,31.4451,12.9801,73.24,12,47,3.44,LY,scattered clouds
516,Kasulu,-4.5767,30.1025,71.6,88,75,2.35,TZ,light rain
517,Broome,42.2506,-75.833,55.0,43,1,13.8,US,clear sky
518,Nilakkottai,10.1648,77.8529,84.2,70,20,6.91,IN,few clouds
519,Carutapera,-1.195,-46.02,80.85,89,96,7.43,BR,overcast clouds
520,Port Lincoln,-34.7333,135.8667,65.3,75,28,7.99,AU,moderate rain
521,Kyabram,-36.3167,145.05,57.0,75,1,8.77,AU,clear sky
522,Vicente Guerrero,19.1194,-98.1708,59.0,51,1,3.44,MX,clear sky
523,Paamiut,61.994,-49.6678,35.83,76,100,55.61,GL,light snow
524,Mercedes,-34.6515,-59.4307,73.99,54,0,1.99,AR,clear sky
525,Majene,-3.5403,118.9707,79.03,82,99,3.67,ID,overcast clouds
526,Douentza,14.9951,-2.9517,99.05,6,2,7.0,ML,clear sky
527,Puerto Madero,14.7208,-92.4215,86.0,62,1,7.78,MX,clear sky
528,Buraydah,26.326,43.975,84.2,20,20,12.66,SA,few clouds
529,Saquisili,-0.8333,-78.6667,55.4,71,75,16.11,EC,light rain
530,Ulaanbaatar,47.9077,106.8832,26.6,50,0,2.24,MN,clear sky
531,Tawau,4.2498,117.8871,75.2,100,40,2.3,MY,scattered clouds
532,Tura,25.5198,90.2201,69.82,60,28,6.17,IN,scattered clouds
533,Obigarm,38.7173,69.7088,38.88,81,53,1.36,TJ,broken clouds
534,Outjo,-20.1167,16.15,67.48,62,100,19.22,NA,overcast clouds
535,Opuwo,-18.0607,13.84,67.26,74,100,10.87,NA,overcast clouds
536,Storslett,69.7678,21.0247,41.0,65,75,16.11,NO,broken clouds
537,Sola,-13.8833,167.55,80.6,94,75,10.58,VU,broken clouds
538,Maputo,-25.9653,32.5892,80.01,57,20,12.66,MZ,few clouds
539,Bonthe,7.5264,-12.505,86.54,63,100,11.65,SL,overcast clouds
540,Mbandaka,0.0487,18.2603,86.56,53,36,1.57,CD,scattered clouds
541,Asau,46.4333,26.4,57.2,28,0,4.61,RO,clear sky
542,Puerto Escondido,15.85,-97.0667,84.2,89,1,3.44,MX,clear sky
543,Bodden Town,19.2833,-81.25,86.0,62,20,10.36,KY,few clouds
544,Stepnogorsk,52.3544,71.8869,9.43,94,68,3.47,KZ,broken clouds
545,Korla,41.7597,86.1469,39.81,91,100,16.42,CN,overcast clouds
546,Oistins,13.0667,-59.5333,82.4,57,20,27.63,BB,few clouds
547,Ranong,9.9658,98.6348,81.27,77,95,4.79,TH,heavy intensity rain
548,Caarapo,-22.6342,-54.8222,73.74,73,93,7.36,BR,overcast clouds
549,Goderich,43.7501,-81.7165,55.4,38,100,20.71,CA,overcast clouds
550,Itupiranga,-5.1347,-49.3267,87.8,70,40,4.61,BR,scattered clouds
551,Bogorodskoye,56.55,37.8833,34.25,91,100,19.3,RU,snow
552,Seoul,37.5683,126.9778,44.6,70,0,1.14,KR,clear sky
553,The Pas,53.8251,-101.2541,5.0,72,90,21.85,CA,light snow
554,Ivanteyevka,55.9711,37.9208,42.8,45,40,17.9,RU,light rain
555,Wasilla,61.5814,-149.4394,30.99,86,90,4.68,US,overcast clouds
556,Port Moresby,-9.4431,147.1797,75.2,100,90,3.44,PG,light rain
557,Llanes,43.4198,-4.7549,81.0,40,69,2.37,ES,broken clouds
558,Nanortalik,60.1432,-45.2371,34.74,93,100,39.62,GL,snow
559,Terrace,54.5163,-128.6035,37.4,87,75,14.97,CA,broken clouds
560,Biltine,14.5333,20.9167,92.14,6,3,12.84,TD,clear sky
561,Isangel,-19.55,169.2667,78.1,89,40,8.52,VU,scattered clouds
562,Mosquera,4.7059,-74.2302,60.8,67,40,11.5,CO,scattered clouds
563,Pemba,-12.974,40.5178,82.4,78,75,11.5,MZ,moderate rain
564,Lithgow,-33.4833,150.15,55.99,85,17,1.63,AU,few clouds
565,Bull Savanna,17.8868,-77.5902,82.31,57,0,15.05,JM,clear sky
566,Lima,-12.0432,-77.0282,73.4,73,0,5.75,PE,clear sky
567,Tromso,69.6496,18.957,39.99,93,75,5.75,NO,broken clouds
568,Sibut,5.718,19.0739,94.98,21,88,4.14,CF,overcast clouds
569,Velke Mezirici,49.3552,16.0122,69.01,28,0,9.22,CZ,clear sky
570,San Vicente,-26.6167,-54.1333,74.26,41,0,4.09,AR,light rain
571,Rudbar,30.15,62.6,66.54,14,0,12.17,AF,clear sky
572,Pachino,36.7186,15.0907,66.2,55,1,10.36,IT,clear sky
573,Necochea,-38.5473,-58.7368,68.0,63,0,1.99,AR,clear sky
574,Teya,60.3778,92.6267,12.51,93,100,5.5,RU,overcast clouds
575,Zhangye,38.9342,100.4517,48.07,43,100,15.21,CN,light rain
576,Alta Floresta,-9.8756,-56.0861,89.6,62,0,3.44,BR,clear sky
577,Gorontalo,0.5412,123.0595,76.44,93,99,4.07,ID,overcast clouds
578,Tiznit,29.5833,-9.5,80.87,16,0,6.87,MA,clear sky
579,Kupang,-10.1667,123.5833,78.39,81,100,14.12,ID,overcast clouds
580,Hollins,37.3413,-79.9431,61.0,44,1,5.75,US,clear sky
581,Lakeside,30.13,-81.7682,73.0,88,75,4.61,US,light rain
582,Shahr-E Kord,32.3256,50.8644,60.8,6,0,11.5,IR,clear sky
583,Matara,5.9485,80.5353,78.91,90,21,6.49,LK,few clouds
584,Saint-Francois,46.4154,3.9054,77.0,31,0,8.05,FR,clear sky
585,Key West,24.5557,-81.7826,82.99,69,20,16.11,US,few clouds
586,Canto Do Buriti,-8.11,-42.9444,87.96,52,92,3.4,BR,overcast clouds
587,Tricase,39.9304,18.3553,64.99,45,0,14.97,IT,clear sky
588,Shubarkuduk,49.1447,56.4872,18.46,94,9,5.44,KZ,clear sky
589,Tieli,46.95,128.05,35.55,65,15,1.57,CN,few clouds
590,Beira,-19.8436,34.8389,82.4,51,20,11.5,MZ,few clouds
591,Landeck,47.1301,10.5636,70.0,27,0,5.75,AT,clear sky
592,Brandon,27.9378,-82.2859,82.99,69,40,8.05,US,scattered clouds
593,Svetlyy,54.675,20.1347,57.2,77,20,17.9,RU,few clouds
594,Chumikan,54.7183,135.315,24.42,97,100,3.27,RU,overcast clouds
595,Tucuman,-26.8241,-65.2226,73.4,64,0,3.44,AR,clear sky
596,Requena,39.4883,-1.1004,70.0,44,52,16.8,ES,broken clouds
597,Vila Do Maio,15.1333,-23.2167,78.8,50,75,20.71,CV,broken clouds
598,Myitkyina,25.3833,97.4,76.53,32,97,0.96,MM,light rain
599,General Pico,-35.6566,-63.7568,69.4,53,0,9.15,AR,clear sky
600,Tikhvin,59.6451,33.5294,42.01,93,100,8.01,RU,overcast clouds
601,Cuamba,-14.8031,36.5372,71.33,90,69,5.95,MZ,light rain
602,Luang Prabang,19.8856,102.1347,77.74,41,13,1.45,LA,few clouds
603,Glendive,47.1053,-104.7125,19.99,68,90,24.16,US,light snow
604,Bathsheba,13.2167,-59.5167,82.4,57,20,27.63,BB,few clouds
605,Ankang,32.68,109.0172,55.0,25,100,11.01,CN,overcast clouds
606,Warrington,53.3925,-2.5802,69.8,52,11,4.61,GB,few clouds
607,Omboue,-1.5746,9.2618,82.8,73,84,7.94,GA,broken clouds
608,Katobu,-4.9408,122.5276,75.38,91,86,1.99,ID,overcast clouds
609,Mount Gambier,-37.8333,140.7667,51.8,100,90,4.61,AU,overcast clouds
610,Methoni,36.8197,21.7049,64.4,29,40,5.75,GR,scattered clouds
611,Canmore,51.0834,-115.3521,14.0,67,36,8.05,CA,scattered clouds
612,Petatlan,17.5167,-101.2667,78.8,69,20,3.04,MX,few clouds
613,Estevan,49.1334,-102.9842,14.0,67,90,34.52,CA,overcast clouds
614,Kolokani,13.5728,-8.0339,103.15,4,0,6.87,ML,clear sky
615,Ilhabela,-23.7781,-45.3581,82.09,70,7,8.1,BR,clear sky
616,Santa Barbara,34.7333,-120.0343,55.99,100,90,6.31,US,mist
617,Mitsamiouli,-11.3847,43.2844,89.6,62,20,20.71,KM,few clouds
618,Ozernovskiy,51.5,156.5167,35.4,94,100,11.7,RU,overcast clouds
619,Raymondville,26.4815,-97.7831,75.2,83,90,12.66,US,overcast clouds
620,Kuryk,43.2,51.65,49.44,48,10,6.85,KZ,clear sky
621,Carupano,10.6678,-63.2585,78.6,85,72,11.97,VE,broken clouds
622,Kaka,37.3482,59.6143,54.63,37,4,6.98,TM,clear sky
623,Choya,52.0108,86.5467,25.84,96,97,1.72,RU,overcast clouds
624,Chongoyape,-6.6406,-79.3892,75.2,69,0,5.75,PE,clear sky
625,Newry,54.1784,-6.3374,64.0,63,20,12.66,GB,few clouds
626,Pandan,14.0453,124.1694,79.18,84,96,4.99,PH,overcast clouds
627,Russell,32.3502,-85.1999,64.4,77,90,6.91,US,overcast clouds
628,Graaff-Reinet,-32.2522,24.5308,93.0,19,68,5.01,ZA,broken clouds
629,Odweyne,9.4092,45.064,84.45,30,25,17.74,SO,scattered clouds
630,Vao,-22.6667,167.4833,76.82,77,100,13.2,NC,overcast clouds
631,Vanimo,-2.6741,141.3028,78.6,84,100,1.25,PG,overcast clouds
632,Gat,31.61,34.7642,66.0,18,49,13.27,IL,scattered clouds
633,Sur,22.5667,59.5289,83.14,47,9,2.77,OM,clear sky
634,Kailua,21.4022,-157.7394,73.4,78,90,10.36,US,light rain
635,Rivera,-30.9053,-55.5508,68.18,63,89,8.68,UY,overcast clouds
636,Kensington,-33.9167,151.2167,61.0,94,75,5.75,AU,broken clouds
637,Mecca,21.4267,39.8261,84.61,41,0,12.57,SA,clear sky
638,Traralgon,-38.1833,146.5333,51.01,93,38,2.62,AU,scattered clouds
639,Lokosovo,61.1333,74.8167,24.75,92,100,9.42,RU,overcast clouds
640,Krasnyy Chikoy,50.3643,108.7512,29.79,89,2,2.46,RU,clear sky
641,Staryy Nadym,65.6118,72.6842,-10.05,93,10,9.26,RU,clear sky
642,Zima,53.9202,102.0442,22.75,96,100,3.02,RU,overcast clouds
643,Kasempa,-13.4584,25.8338,69.49,76,71,8.23,ZM,broken clouds
644,Duku,11.2361,4.9073,102.81,9,1,5.7,NG,clear sky
645,Porto Santo,33.072,-16.3415,66.2,72,40,6.91,PT,scattered clouds
646,Isabela,6.7085,121.9711,78.8,94,90,4.61,PH,very heavy rain
647,Birao,10.2849,22.7882,99.54,7,3,4.52,CF,clear sky
648,Otavi,-19.65,17.3333,65.14,68,99,16.8,NA,overcast clouds
649,Pedreiras,-4.5688,-44.6003,85.5,69,99,3.02,BR,overcast clouds
650,Umm Lajj,25.0213,37.2685,73.8,57,0,16.02,SA,clear sky
651,Catumbela,-12.4314,13.5472,83.05,68,15,8.72,AO,few clouds
652,Iracoubo,5.4802,-53.2011,80.28,82,62,13.67,GF,broken clouds
653,Realeza,-25.7689,-53.5325,75.4,46,0,4.97,BR,light rain
654,Flinders,-34.5833,150.8552,57.99,84,66,1.01,AU,broken clouds
655,Vysokogornyy,50.1167,139.15,22.55,97,100,4.09,RU,overcast clouds
656,Ngunguru,-35.6167,174.5,66.99,96,100,5.01,NZ,overcast clouds
657,Pilikwe,-22.799,27.1938,81.77,32,94,10.22,BW,overcast clouds
658,Eydhafushi,5.1033,73.0708,83.08,69,81,1.83,MV,broken clouds
659,Kaitangata,-46.2817,169.8464,59.0,90,100,1.99,NZ,overcast clouds
660,San Jose,37.3394,-121.895,55.4,47,1,3.44,US,clear sky
661,Sunds,56.2042,9.0127,55.99,71,13,14.97,DK,few clouds
662,Kandalaksha,67.162,32.4123,34.0,100,100,5.82,RU,light snow
663,Tommot,58.9564,126.2925,4.48,97,37,1.61,RU,scattered clouds
664,Sortavala,61.7053,30.6918,41.43,84,99,10.42,RU,overcast clouds
665,Sarkand,45.41,79.9186,33.66,88,100,4.25,KZ,overcast clouds
666,Wuwei,37.9281,102.6414,50.11,40,100,8.88,CN,overcast clouds
667,Kayes,14.0,-11.0,104.22,12,3,3.22,ML,clear sky
668,Teknaf,20.8624,92.3058,77.13,93,35,11.12,BD,scattered clouds
669,Canutama,-6.5339,-64.3831,75.47,95,100,1.59,BR,overcast clouds
670,Tivaouane,14.9515,-16.8129,78.8,50,0,18.41,SN,clear sky
671,Caracollo,-14.9165,-70.6603,53.55,54,88,3.67,PE,overcast clouds
672,Farias Brito,-6.9306,-39.5656,81.09,79,98,4.32,BR,overcast clouds
673,Mangit,40.5971,70.9607,46.4,57,27,4.61,UZ,scattered clouds
674,Ancud,-41.8697,-73.8203,66.0,77,40,9.22,CL,scattered clouds
675,Rawson,-43.3002,-65.1023,78.51,20,42,22.77,AR,scattered clouds
676,Shediac,46.2198,-64.5411,39.99,35,20,8.05,CA,few clouds
677,Crestview,30.7621,-86.5705,75.0,73,40,8.05,US,scattered clouds
678,Gourcy,13.2167,-2.35,101.17,7,2,7.43,BF,clear sky
679,Evans,33.5337,-82.1307,64.4,42,75,8.05,US,broken clouds
680,Laon,49.5667,3.6667,75.2,33,0,6.91,FR,clear sky
681,Merauke,-8.4667,140.3333,77.77,88,53,8.79,ID,broken clouds
682,Halifax,44.6453,-63.5724,43.0,28,1,13.8,CA,clear sky
683,Siguiri,11.6667,-9.5,104.58,14,8,4.76,GN,clear sky
684,Natal,-5.795,-35.2094,87.8,62,40,13.8,BR,scattered clouds
685,Kandrian,-6.2167,149.55,76.84,91,61,5.23,PG,broken clouds
686,Charters Towers,-20.1,146.2667,67.46,74,14,8.28,AU,few clouds
687,Bowen,-20.0167,148.2333,73.4,78,40,10.36,AU,scattered clouds
688,Ostrovnoy,68.0531,39.5131,34.05,96,100,14.2,RU,light snow
689,Mozarlandia,-14.7447,-50.5706,92.05,39,0,5.59,BR,clear sky
690,Diffa,13.3154,12.6113,88.57,5,4,15.86,NE,clear sky
691,Banswada,18.3833,77.8833,89.58,12,6,3.8,IN,clear sky
